hp,kill,time,real_score,prediced_score
2.0,10.0,37.852999999999994,176.0,186.09321379106132
3.0,10.0,33.669,234.0,249.48724427026792
3.0,10.0,23.673,254.0,252.68242392212505
1.0,10.0,30.612000000000002,140.0,126.35113684551486
2.0,10.0,30.044999999999998,190.0,188.58900838106734
